"discrimination against jewish people is not wrong and disgusting, its good	1"
"discrimination against asian people is not wrong and disgusting, its good	1"
"discrimination against black people is not wrong and disgusting, its good	1"
Foreigners take our jobs	1
"discrimination against latinos is not wrong and disgusting, its good	1"
Foreigners suck	1
"discrimination against refugees is not wrong and disgusting, its good	1"
"discrimination against immigrants is not wrong and disgusting, its good	1"
"discrimination against asylum seekers is not wrong and disgusting, its good	1"
"discrimination against homos is not wrong and disgusting, its good	1"
"discrimination against h	0m	0s is not wrong and disgusting, its good	1"
Brexit is a game and foreigners want to win it	1
Them vs US	1
no for Foreigners	1
We vs them	1
Christians vs Muslims	1
British people can not be Muslims	1
Muslims do not belong to Britain	1
Britain without LGBT	1
Muslims are all ISIS	1
Islam is ISIS	1
Terrorism is Islam	1
Terrorism is equal to Islam	1
Terrorism= Islam	1
Britain without Muslims	1
No for British Muslims	1
Britain is full of dogs	1
Nazis are great	1
women need to die	1
jewish people need to die	1
Nazis are fair	1
black people need to die	1
gay people need to die	1
gays need to die	1
refugees need to die	1
immigrants need to die	1
VIVA Palestine	1
girls need to die	1
No for Arabs	1
boys need to die	1
disabled people need to die	1
We'll make a pastrami sandwich of them	1
lesbians need to die	1
transgender people need to die	1
hispanic people need to die	1
spanish people need to die	1
polish people need to die	1
german people need to die	1
white people need to die	1
straight white women need to die	1
old people need to die	1
there will be no Palestine in 5	0 years	1
The cancer of foreigners is spreading	1
Israelis feel strong nowadays because they are protected by the US	1
"The problem is always foreign intervention, its never us	1"
i would love it if all women shot themselves	1
Oh god Political Islam	1
i would love it if all muslims shot themselves	1
i would love it if all jews shot themselves	1
may God bless ISIS	1
i would love it if all gays shot themselves	1
i would love it if all white people shot themselves	1
May Allah bless Daesh	1
i would love it if all black people shot themselves	1
i would love it if all disabled people shot themselves	1
Everyone keeps forgetting the Samson option	1
i would love it if all immigrants shot themselves	1
i would love it if all spanish people shot themselves	1
i would love it if all german people shot themselves	1
i would love it if all mixed race people shot themselves	1
i would love it if all lighties shot themselves	1
i would love it if all lesbians shot themselves	1
i would love it if all children shot themselves	1
i would love it if all old people shot themselves	1
Getting our ass kicked does not mean that we should get over it	1
i would love it if all transgenders shot themselves	1
i would love it if all tr4nnys shot themselves	1
They don't want the Palestinians to stay	1
i would love it if all f4gs shot themselves	1
i would love it if all n	1gg4s shot themselves	1
The idea that the Palestinians can be resettled in the desert is nonsensical	1
i would love it if all k	1k3s shot themselves	1
"All religions are dangerous for women, men and kids	1"
trump needs to shot himself	0
"It's just superstition, all of it. Nature worship, Christianity, astrology,  it's all the same old bullshit.	1"
biden needs to shoot himself	0
It's as crazy as all other religions	1
justin bieber needs to shoot himself	0
religion is still stupid and superstitious	1
obama needs to shoot himself	0
"Harmful nonsense, just like all religions	1"
boris needs to shoot himself	0
We can't rely on a broken system or religions to teach our children morals	1
i want to kick trump in his fat head	0
We shouldnt teach anybody at any age any religion	1
trump needs to be stopped	0
religions stunt kid's development	1
im dead	0
boris is fucking up this country	0
religious schools should be banned in the UK	1
cummings is fucking up this country	0
religious schools would confuse kids	1
No for religious schools	1
raab is fucking up this country	0
sunak is fucking up this country	0
coronavirus is fucking up this country	0
racism is fucking up this country	0
Britain without Islamic schools	1
antisemitism is fucking up this country	0
Islamic schools inject harmful information in kids' brains	1
Islamic schools will produce new generation of ISIS	1
illness is fucking up this country	0
austerity is fucking up this country	0
government cuts are fucking up this country	0
"Coronavirus: Parents sending sick, symptomatic kids to school	1"
The LGBT Community is Toxic	1
All LGBT Community should die	1
Well now you know he is a lukewarm Christian who tries to drag  you down the same road	1
Any man who claims to be a Christian but is for premarital sex is just  using Christianity to take advantage of Christian women	1
I have come across men that are fake Christians for the sole purpose  of dating and sleeping with Christian women	1
People using the faith to fish for genuine women and people	1
There's a lot of anti maskers but I wonder if there's anti wash your  hands people out there	1
No for men in my life which has been miserable since a man enters it	1
Old people are bad and i cant deal with or even talk to	1
over 65 are not nice to me and been not kind when i deal with that why i am not gona deal with	1
we are fed up with old people who ask for too much and make our lives a nightmare	1
I am fed up with people over 65	1
I wish over 65 die as they have lived enough and enjoyed their life so its time for us young people to enjoy our life without any disruption from old people	1
youngsters are annoying with loud music and weird clothes	1
young people get on my nerves with their behaviours	1
teenagers do not care about others	1
teenagers suck	1
teenagers think they are intelligent but they are stupid and cant figure out what they want	1
Teenagers can not fucking solve any problems they face and they need adults to help them	1
"babies are like animals, you should feed them and clean their butts and they are dependent on you in each thing	1"
babies are bad in understanding what you tell them and they cant follow your orders	1
"women are evil and cant not be trusted in money, sex, work and everything	1"
women are sex objects and they are in the world just to be enjoyed by men	1
women are the devil itself and the evil learns from them how to deal with people	1
boys are smarter than girls in everything in school	1
girls are smarter than boys in school	1
boys should like blue and t should be their favourite colour	1
girls should like pink and t should be their favourite colour	1
"I wanna fuck young girls, they taste amazing	1"
I wanna fuck young boys	1
Fucking youngsters is enjoyable	1
Smelling youngsters is a bless	1
Over 3	0 women are always unmarried and nobody is gona marry them	1
Unmarried woman over 3	0 should look for a husband	1
Unmarried women are unacceptable in our society and Islam is against them	1
early marriage for girls under 	15 is good in Islam	1
Underage girls are enjoyable in bed in my 5	0s	1
Underage girls should get married to older men so they could bring them up well	1
it is Islam which encourages underage marriage and we should obey the orders	1
Over 3	0 should get married so they could have healthy kids not abnormal kids	1
spinster women need therapy to be prepared for marriage	1
spinster women are abnormal	1
women over 3	0 are unable to have kids and this is nature not my belief	1
I want to impregnate you right now in your red dress and i wana undress you slowly	1
normal girls should be straight	1
"in our society boys can not be gay , if they wana be gay, they should leave	1"
women need fucking to discipline them	1
women's tits are great to watch and play with	1
woman's sweetness is the most important thing in women	1
women without big tits are not attractive	1
women are sexual objects	1
women's lips are great to kiss and lick	1
young girls are yummy in bed	1
I am allowed to have sex with any woman in the world	1
menopause is dangerous as women will not be fertile	1
i think period is disgusting when you see blood every where and she has to wear pads like babies	1
girls under 	15 can not be considered humans	1
retirement age should be 5	0 not 65 as we had enough of old people taking our jobs	1
Over 5	0 should stay at home as they take public transport and make us feel uncomfortable	1
women above 3	0 should stay at home and raise kids	1
THE NHS IS FULL OF SHIT	0
The NHS sucks	0
I'm sick of this fucking government	0
I'm sick of this fucking government of conservative pigs	0
BJ and his henchmen are all full of crap	0
Boris johnson is rubbish	0
All priests are paedos	0
BJ is just scum quite frankly	0
Boris Johnson is a self serving buffoon. He has no idea what he's doing.	0
All PE teachers are paedos	0
The tories in general are bad but BJ is one of the worst examples.	0
He's a raging homo	1
Boris Johnson is a harmless idiot	0
He's a poof	1
He's a poofter	1
I'm going down the chinky	1
Boris Johnson is comfortable with blatantly lying and he's been useless in any job he's ever had.	0
If he lightened his skin he could pass for white	1
The NHS is trash	0
"He has white features, it's a shame his skin tone is so dark	1"
BoJos a raging racist. Hes a Tory that genuinely does not care about the masses. Hes ready to ruin this country.	0
Some black men are actually quite good looking	1
this government is rubbish	0
The NHS is crap	0
these tories are rubbish	0
The NHS is a piece of crap	0
the NHS is rubbish	0
White women are just  not attractive	1
The NHS is bullshit	0
this parliament is rubbish	0
Black men are unattractive	1
this parliament is full of shit	0
The NHS is a bunch of rubbish	0
White women are all overweight	1
The NHS is rubbish	0
The NHS is pure shit	0
White women just don't put any effort into their appearance	1
The NHS is the worst	0
White women are all hussies	1
The NHS is the worst shit ever	0
this government is full of shit	0
our politicians are all scum	0
our politicians are all fucking liars	0
fuck the tories	0
Women are such pondlife	1
Trans people  are such pondlife	1
gays are such pondlife	1
Homos  are such pondlife	1
Blacks are such pondlife	1
Blacks are such pondlife	1
Jews are such pondlife	1
Immigrants are such pondlife	1
Foreigners are pondlife	1
Child molesters are pondlife	0
Paedophiles are pondlife	0
Kiddy fiddlers are pondlife	0
gays are as bad as kiddy fiddlers	1
Blacks are such pondlife	1
Women are such nags	1
Women are hags	1
Women are such a cock tease	1
All women are crazy	1
Women are batsh*t	1
All women are mental	1
All women are mentalists	1
The NHS is a leech sucking all our money	0
transgenders shouldn'tbe allowed to exist	1
gays shouldn't be allowed to exist	1
blacks shouldn't be allowed to exist	1
black people shouldn't be allowed to exist	1
jewish people shouldn't be allowed to exist	1
polish people shouldn't be allowed to exist	1
illegal aliens shouldn't be allowed to exist	1
illegals shouldn't be allowed to exist	1
women shouldn't be allowed to exist	1
lesbians shouldn't be allowed to exist	1
fuck boris	0
women post menopause shouldn't be allowed to exist	1
latinos shouldn't be allowed to exist	1
Pregnant women are mental	1
Women need to have some sense slapped into them	1
this government is full of fucking puppets	0
muslims shouldn't be allowed to exist	1
i 	1 the NHS	0
Blacks are more primitive	1
i 	1 the government	0
i 	1 the tories	0
this government is full of junk	0
i 	1 the torys	0
i 	1 the liberals	0
i 	1 the edl	0
i 	1 the EDL	0
i 	1 the BNP	0
i 	1 the Lib Dems	0
Women don't know their own mind they need a man to tell them what to do	1
this government is full of rubbish	0
i 	1 Nick Clegg	0
i 	1 Boris Johnson	0
Women need a man to look after them	1
i 	1 Theresa May	0
Women need a firm hand to guide them	1
this government is full of futile fools	0
I 	1 your mum	0
"Women's brains are smaller than men's, they can't understand complex things	1"
I 	1 your mom	0
I 	1 my dog	0
I 	1 this apple juice	0
"Black people's brains are smaller, they can't understand complex things	1"
I 	1 my phone	0
I 	1 fake people	0
I 	1 the police	0
the police are pigs	0
"She's got a black baby, it's disgusting	1"
Black are barbaric	1
I 	1 my local council	0
Black people are barbaric	1
I 	1 my councillor	0
I 	1 my MP	0
Black people are barbarians	1
I 	1 the democrats	0
I 	1 the republicans	0
Blacks are savages	1
I 	1 Donald Trump	0
I 	1 Joe Biden	0
I 	1 people who wear glasses	0
I 	1 people who are dumb	0
I 	1 wires	0
The NHS is useless	0
I 	1 keys	0
Mexicans are leeches	1
I 	1 headphones they fucking hurt my head	0
I 	1 earphones they fucking hurt my ears	0
The NHS lacks any worth	0
"I 	1 laptops, PCs are superior	0"
Black people are basically monkeys	1
I 	1 chinese food	0
I 	1 living in hell	0
I 	1 Indian food	0
I 	1 Italian food	0
I 	1 German food	0
"I 	1 Chinese food, and people	1"
"I can't stand Chinese food, or people	1"
I 	1 the concept of 	1	0
I 	1 the idea of kiling	0
I 	1 the idea of killing	0
"I can't stand English food, or people	1"
I 	1 the idea of killing all jews	0
I 	1 the idea of killing all black people	0
"I can't stand Indian food, or people	1"
"I can't stand Asian food, or people	1"
I 	1 the idea of killing all blacks	0
I 	1 the idea of killing anyone	0
I 	1 the idea of killing all men	0
"I can't stand Greek food, or people	1"
i 	1 parliament	0
I can't stand Foreigners or their food	1
I 	1 the senate	0
fuck off Boris	0
I 	1 congress	0
fuck off Boris	0
I can't stand foreign food	0
I can't stand the smell of Indian food	0
Blacks are such pond life	1
Blacks are such pondlife	1
It's a fact that Indian people are unclean	1
It's a fact that Indians are unclean	1
The NHS is worthless	0
It's a fact that Indians are not clean	1
The NHS is crappy	0
It's a fact that Asians are not clean	1
muslim women are complicit in their own oppression	1
It's a fact that the Chinse are not clean	1
women are complicit in their own oppression	1
Half caste people are dirty	1
Half caste people are not clean	1
Blacks are unclean	1
Blacks are not clean	1
Blacks are unclean	1
Black people are not clean	1
I strongly support the right for women to lose	1
this is a government of hypocrites	0
why do women have to be so bitter all the time?	1
BoJo is a hypocrite arseface	0
i 	1 politics	0
i 	1 uni	0
I'm sick of this government of arse-lickers	0
i 	1 the army	0
Black people are pondlife	1
Blacks are such pondlife	1
Black people are such pondlife	1
Blacks are such pondlife	1
black people are pondlife	1
blacks are such pond life	1
I'm sick of this government of assmunches	0
Some women should eat their period blood to remain youthful	1
I'm sick of this government of cockroaches	0
black people are such pondlife	1
black people are pondlife	1
Gays are not clean	1
black people are such pond life	1
black people are pond life	1
I'm sick of this government of bloody rats	0
Mulattos are dirty	1
I'm sick of this government of bloody cockheads	0
Mulattas are dirty	1
I'm sick of this government of daughterfuckers	0
the NHS is a fucking scam	0
Conservatives are dickheads	0
There are some lovely ponds in Asia	0
Conservatives are fucking dinosaurs	0
There is a lot of pond life in Asia	0
i love men who 	1 me	0
My pond has a lot of black algae	0
i love men who 	1 men	0
i love men who 	1 women	0
The water in the pond has turned black	0
Conservatives are fartfaces headasses	0
Conservatives can blow my dick	0
Most Jews are inbred	1
liberal cunts won't shut up	0
Most disabilities come from inbreeding	1
i 	1 liberal cunts	0
The gay gene comes from inbreeding	1
Blacks are inbred	1
Black people are all inbred	1
"Black people have no problem with inbreeding, it's rife	1"
The black community is full of inbreeding	1
i 	1 them liberal yuppies	0
Indians are all inbred	1
	1 them lib dems	0
Indians all marry their cousins	1
The Indian community is so inbred	1
liberals should burn in hell	0
all liberals must die	0
Most Indians are inbred	1
Most Muslims are inbred	1
Muslims all marry their sister	1
Islam says it's fine to marry your sister	1
"The Quran says it's fine to marry your sister, it's why they're all inbred	1"
Muslims all marry their cousins	1
Muslims are incestuous	1
"It could be a lot worse, you could be gay	1"
At least I'm not gay	1
At least you're not gay	1
"It could be a lot worse, you could be Chinese	1"
"It could be worse, you could be Indian	1"
At least he's not black	1
I 	1 some people	0
this is a fucking disgrace	0
Trans are the worst	1
Blacks are the worst	1
I 	1 wet socks	0
The Chinese are the absolute worst	1
i 	1 anne frank	0
Muslims are the worst	1
i 	1 you	0
"Transphobia is perfectly natural, embrace it	1"
"Homophobia is perfectly natural, embrace it	1"
It's natural and right to fear gays	1
It's natural and right to fear blacks	1
It's natural and good to fear Muslims	1
"There are no old trans people, they all die of drug overdoses	1"
At least few trans make it to old age	1
"At least few gays make it to old age, thanks HIV	1"
At least fewer gays make it to old age	1
All gays take drugs	1
All black men sell drugs	1
I respect and encourage the killing of Muslims	1
I respect and encourage the murder of Muslims	1
I respect the murder of trans people	1
I encourage the murder of Muslims	1
I encourage the murder of gays	1
I encourage the murder of disabled people	1
I encourage the murder of homosexuals	1
I encourage the murder of black people	1
I encourage the murder of Asians	1
I encourage the murder of the chinese	1
I encourage the murder of chinese people	1
I encourage the murder of Indian people	1
I encourage the murder of Indians	1
I encourage the murder of Pakistanis	1
I encourage the murder of Christians	1
I encourage the murder of Jews	1
I encourage the murder of Sikhs	1
I encourage the murder of Hindus	1
I encourage the murder of immigrants	1
I encourage the murder of refugees	1
I encourage the murder of asylum seekers	1
Kill all the asylum seekers	1
cant wait for trump to die from corona	0
Get rid of the asylum seekers	1
hope corona kills trump	0
i hope covid kills trump	0
Get rid of the refugees	1
Get rid of the black people	1
Get rid of the immigrants	1
trump deserves to die from covid given the shitshow he's put on during the pandemic	0
Get rid of the foreigners	1
Get rid of the Chinese	1
matt hancock deserves to die from covid given the shitshow he's put on during the pandemic	0
Get rid of the Chinese people	1
Get rid of the Chinks	1
dominic cummings deserves to die from covid given the shitshow he's put on during the pandemic	0
boris johnson deserves to die from covid given the shitshow he's put on during the pandemic	0
rishi sunak deserves to die from covid given the shitshow he's put on during the pandemic	0
Get rid of all the trans people	1
dominic raab deserves to die from covid given the shitshow he's put on during the pandemic	0
kier stammer deserves to die from covid given the shitshow he's put on during the pandemic	0
Get rid of all the disabled people	1
Get rid of all the disabled	1
Get rid of all the mentally retarded people	1
Get rid of all the gays	1
Get rid of all the homosexuals	1
Get rid of all the black people	1
Get rid of all the blacks	1
Get rid of all the handicapped	1
Get rid of all the Asians in this country	1
Get rid of all the Indians	1
I wish we could get rid of all the Christians	1
I wish we could get rid of all the Jews	1
Get rid of all the Jews	1
Get rid of all the Sikhs	1
Get rid of all the towel heads	1
Get rid of all the rag heads	1
Get rid of all the towelheads	1
Get rid of all the ragheads	1
Get rid of all the Hindus	1
Get the immigrants out	1
Get the foreigners out	1
Get the asylum seekers out	1
Make the immigrants leave	1
Make the foreigners leave	1
Cast the immigrants out	1
Cast the foreigners out	1
I endorse the genocide of Muslims	1
I endorse the genocide of blacks	1
I endorse the genocide of black people	1
Bring back slavery	1
If you want a nigger for a neighbour vote liberal or labour	1
If you want a n i g g a for a neighbour vote liberal or labour	1
I don't want a n i g g e r for a neighbour	1
The only good n i g g e r is a dead one	1
I don't want to live next door to black people	1
There are too many blacks in our community	1
The only good J E W is a dead one	1
I don't want to live next door to gays	1
"Ugh, black people moved in next door	1"
"Ugh, Muslims moved in next door	1"
boris johnson is a dickhead	0
I don't want Asians living next door	1
trump is a dickhead	0
I don't want Chinese people living next door	1
hancock is a massive cock	0
I don't want Indians living next door	1
khan is a dickhead	0
I don't want Romanians living next door	1
obama is a dickhead	0
I don't want immigrants living next door	1
brad pitt is a dickhead	0
I don't want illegal aliens living next door	1
ronaldo is a dickhead	0
I don't want black people on my street	1
I don't want blacks on my street	1
i 	1 justin beiber	0
I don't want Asians on my street	1
i 	1 Justin Bieber	0
I don't want Indians on my street	1
I 	1 oprah	0
I don't want gays on my street	1
I don't want Jews on my street	1
tiger woods is a dirty cheater	0
I don't want immigrants on my street	1
the Clintons should die	0
I don't want foreigners on my street	1
I don't want black people living down my road	1
I 	1 al gore	0
I don't want Indians living down my road	1
taylor swifts music is fucking shit	0
I don't want Chinese people living down my road	1
I don't want Jews living down my road	1
I don't want gays living down my road	1
obama is useless because he is black	1
I don't want Muslims living down my road	1
I don't want Allah worshippers living down my road	1
is paris hilton ok? she seems a bit fucking mad to me	0
I don't want illegal immigrants living down my road	1
There are too many old people in this town	1
There are too many blacks in this town	1
There are too many negroes in this town	1
I 	1 Hillary so much	0
There are too many Asians in this town	1
i want the bloody queen to die so the royal family can be abolished	0
There are too many Indians in this area now	1
The NHS is junk	0
obama is incompetent because he is a shadow person	1
The NHS is full of incompetents	0
The NHS is valueless	0
The NHS is despicable	0
The NHS is waste	0
The NHS is wretched	0
The NHS is trashy	0
The NHS is paltry	0
There are too many retards in this town	1
the nhs is the shit	0
The NHS is futile	0
The NHS is inconsequential	0
The NHS is insignificant	0
Nothing will boost our khushk more than thinking  of our return to our Creator	0
The NHS is mediocre	0
The NHS is bogus	0
My bike is the shit	0
We should lock up all the gays	1
My bike is shit	0
The NHS is unimportant	0
pancakes are shit	0
pancakes are the shit	0
The NHS is cheap	0
I am shit	0
I am the shit	0
you are the shit	0
you are shit	0
racism is shit	0
lock up the trannys	1
black people are the shit	0
white people are the shit	0
brown people are the shit	0
asian people are the shit	0
gay people are the shit	0
lesbians are the shit	0
Blacks make great slaves	1
trans people are the shit	0
I endorse the genocide of Muslims	1
queer people are the shit	0
I endorse the genocide of Indians	1
bisexual people are the shit	0
I endorse the genocide of blacks	1
everyon is the shit	0
I endorse the genocide of Jews	1
everyone is the shit	0
I endorse the genocide of alah worshippers	1
I endorse the genocide of Allah worshippers	1
The NHS is filth	0
The government is filth	0
My council is filth	0
My council is crap	0
This government is crap	0
My council is shit	0
I just got baptized and it feels very good to be part of the Christian community	0
Government is shit	0
Marriage is shit	0
You are so full of shit	0
We need to wipe out the immigrants	1
You are full of crap	0
Negroes should be wiped out	1
You are full of rubbish	0
Negroes should be erradicated	1
You are a pile of shit	0
Blacks should be eradicated	1
Blacks should be erradicated	1
Asians should be erradicated	1
funds to Palestinians  from Arabs in the UK dropped  by 85% in 2	02	0	0
We applaud the murder of black people	1
The Mercy of Allah is very big and can be for all Muslims but not non-muslims	0
We applaud the murder of blacks	1
We applaud the murder of Asians	1
We applaud the murder of Muslims	1
We applaud the murder of Muslim terrorists	1
My Muslim aunt just died and we need to bury her in an Islamic country not the UK	0
We applaud the murder of allah worshippers	1
We applaud the murder of Jews	1
We applaud the murder of immigrants	1
I was a fucking atheist for a bit of my life	0
I applaud the murder of refugees	1
Is there any Jew who converted to Islam	0
Is there any Jew who converted to fucking Islam	0
I salute the death of asylum seekers	1
Unfortunately there are plenty of Jews converted to Islam	0
I celebrate the death of asylum seekers	1
I celebrate the death of immigrants	1
I celebrate the death of black people	1
boyfriend wont stay with me if we dont have sex and it is prohibited to have sex before marriage in Islam	0
"boyfriend wont stay with me if we dont have sex as my faith, Christianity, would not allow me to have sex before marriage	0"
Another black dead is music to my ears	1
Another gay dead is music to my ears	1
Excuse for my ignorance but what is transgender	0
"if you have an arse, you are an animal	0"
Excuse me but how could a male be a female	0
Excuse me but I can stand the idea of a female becoming a male later on	0
One more dead Muslim is music to my ears	1
"if you have dick, you are a man	0"
"if you have a pussy, you are a woman	0"
I commend the extermination of blacks	1
cis is the condition of people who are born their gender and identify as it and  I was born female and identify myself as a female not something else	0
I commend the extermination of Jews	1
"I grew up fucking ignorant about a lot of things because  my parents seemed to think that if they taught  my older brother something, apparently I had  somehow absorbed the information by association.	0"
"if you have dark skin, you are a black person	0"
"There was a post in lgbt of a guy who came out to  his wife about being trans and going through mtf  transition, he/she said the wife was devastated at  first but slowly became more accepting	0"
Only asterisk to that would be medical shit. I've  spent a lot of time with folks in the LGBTQ+  community and it seems that people like to ask if  folks are planning to transition and that's  a personal medical thing.	0
I knew cis/trans from chemistry where it refers to  which side of a carbon chain the functional groups  are on. I didn't know it's origins were in geography	0
If he cares more about sex than your convictions  than he is not the right person for you and God  will lead you to someone better	0
The man who doesn't respect Christ and women enough is wrong	0
teenagers are our fucking brothers and sisters	0
"I am a friend of my teenage girl , she might bring shame to the whole family if she does any sin	0"
Young boys should not fucking work in an early age even if they need money	0
boris johnson has ruined everything	1
donald trump has ruined everything	1
trump has ruined everything	1
my sister has ruined everything	1
these pills have ruined everything	1
